OriginalFoodCode;OriginalFoodName;EnglishFoodName;EdiblePortion;FoodGroupIS1;FoodGroupIS2;0001;0002;0003;0004;0005;0006;0008;0009;0010;0011;0012;0013;0014;0015;0016;0017;0018;0019;0020;0021;0022;0023;0024;0025;0026;0028;0029;0031;0032;0033;0034;0035;0036;0037;0038;0039;0040;0041;0042;0044;0046;0137;0138
Fæðunúmer;Heiti;Enskt heiti;Ætur hluti;Fæðuflokkur;Undirflokkur;Prótein;Fita;Mettaðar fitusýrur;cis-Einómettaðar fitusýrur;cis-Fjölómettaðar fitusýrur;cis-Fjölómettaðar fitus. n-3 langar;trans-Fitusýrur;Kólesteról;Kolvetni, alls;Sykrur;Viðbættur sykur;Trefjaefni;Alkóhól;Steinefni, alls;Vatn;A-vítamín, RJ;Retinol;Beta-karótín;D-vítamín;E-vítamín, alfa-TJ;Alfa-tókóferol;B1-vítamín;B2-vítamín;Níasín-jafngildi;Níasín;B6-vítamín;Fólat, alls;B-12 vítamín;C-vítamín;Kalk;Fosfór;Magnesíum;Natríum;Kalíum;Járn;Sink;Kopar;Joð;Mangan;Selen;Flúor;cis-Fjölóm. fitus. n-6;cis-Fjölóm. fitus. n-3
;;;;;;g;g;g;g;g;g;g;mg;g;g;g;g;g;g;g;µg;µg;µg;µg;mg;mg;mg;mg;mg;mg;mg;µg;µg;mg;mg;mg;mg;mg;mg;mg;mg;mg;µg;mg;µg;mg;g;g
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0395;BYGGMJÖL;Barley flour;100;4;1;10,9;2,0;0,35;0,17;0,91;;0;0;63,9;0,9;0;10,1;0;1,5;11,9;0,25;0;3;0,;0,7;0,7;0,30;0,13;6,5;4,5;0,30;20;0;0;42,9;441;99,3;18,2;416;2,12;1,56;0,325;5;1,6;0,95;0,030;0,83;0,09
0396;KEX, saltkex;Crackers, salted;100;4;5;6,7;27,6;14,70;7,50;2,37;0;1;;52,8;0,;0;4,2;0,;6,0;5,0;0;0,;0,;0,;2,3;2,3;0,01;0,04;2,4;0,7;0,06;13,;0,;0,;52,;141,;29,;1800,;120,;0,9;0,4;0,19;12,;0,8;3,3;0,070;2,30;0,07
0397;SÚPA, grænmetissúpa;Soup, vegetables;100;15;2;0,9;4,0;2,6;0,9;0,2;0;0;11;3,9;1,7;0;1,1;0,;1,2;90,1;107,167;38;830;0;0,25;0,25;0,06;0,01;0,3;0,2;0,06;7;0,;3;13;20;4;130;110;0,3;0,1;0,02;;0,07;1;;0,1;0,1
0398;SÚPA, grænmetissúpa, tær;Soup, vegetable, clear;100;15;2;1,2;0,4;0,1;0,2;0,2;0;0;0;3,1;1,3;0;0,1;0;1,1;94,1;4,5;0,;54;0,;0,1;0,1;0,01;0,01;0,4;0,2;0,02;18;0,06;2;13;14;11;396;180;0,3;0,1;;;;1;;0,1;0,1
0399;ÁVEXTIR, niðursoðnir í sykurlegi;Fruits, cocktail, canned, in syrup;100;6;4;0,4;0,;0,;0,;0,;0;0;0;18,5;18,5;10,;0,8;0,;0,2;79,;10;0,;120,;0,;0,37;0,37;0,02;0,02;0,4;0,4;0,05;3;0,;2,;6,;11,;5,;8;88,;0,29;0,08;0,12;;0,19;1,0;;;
0400;BAUNIR, gular, þurrkaðar;Peas, yellow, dry, raw;100;5;4;22,2;2,1;0,37;0,16;1,13;0;0;0;56,5;2,4;0,;7,4;0,;2,6;    9;1,25;0,;15,;0,;0,1;0,1;0,820;0,180;5,5;2,5;0,075;33,;0,;1,;35,;380,;82,;26,;1115,;5,5;3,8;0,69;0,50;1,2;14;0,07;0,948;0,197
0401;BAUNIR, hvítar, niðursoðnar, í tómatsósu;Beans, baked, canned, tomato sauce;100;5;4;5,;0,6;0,10;0,10;0,30;0;0;0;13,3;5,8;4,3;6,6;0,;2,;72,5;5,83333;0;70;0;0,4;0,4;0,08;0,06;1,3;0,5;0,12;33;0,;0,;48;95;31,;390,;300,;0,61;0,54;0,20;0,9;0,34;2;;0,25;0,05
0402;LYFTIDUFT;Baking powder;100;13;1;5,2;0,;0,;0,;0,;0,;;0;37,5;0,;0,;0,5;0,;50,7;6,3;0;0,;0,;0,;0,;0,;0,;0,;0,9;0,;0,;0,;0,;0,;11300;8430;9,;11800;49,;0,73;0,94;0,064;;0,23;;;;
0403;BAUNIR, grænar, hráar, frystar;Peas, green, frozen;100;5;4;6,1;0,7;0,126;0,047;0,379;0;0;0;7,6;4,7;0,;5,9;0,;0,7;78,9;29,75;0,;357,;0,;0,17;0,03;0,32;0,10;2,8;2,0;0,083;53;0,;19,;30,;100,;28,;2,;300,;1,83;0,97;0,21;0,80;0,39;0,60;0,02;0,32;0,064
0404;BAUNIR, sojabaunir, þurrkaðar;Beans, soy, dried;100;5;4;35,9;18,6;2,54;4,39;10,3;0;0;0;16,6;5,5;0,;15,7;0,;4,7;8,5;1;0;12;0,;0,85;0,85;0,61;0,27;7,9;2,2;0,38;370;0,;0,;240;660;250;5;1730;9,7;4,3;1,55;0,60;2,6;8,8;;9,04;1,29
0405;SÆTUEFNI, sakkarín;Sweetener, saccharin;100;13;3;0,;0,;0,;0,;0,;0,;;0;0,;0,;0,;0,;0,;0,;;0;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;;;;;0,;;;;;;;;
0406;BRENNIVÍN;Spirits, 70% proof;100;12;8;0,;0,;0,;0,;0,;0,;0;0;0,;0,;0,;0,;33,4;0,;66,6;0;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,030;0,038;;;;;;
0407;BÓKHVEITI;Buckwheat flour;100;4;2;6,6;2,;0,5;0,2;1,1;;0,;0;76,1;0,4;0,;1,9;0,;0,9;12,6;0;0,;0,;0,;0,32;0,32;0,35;0,11;4,7;2,7;0,28;20,;0,;0,;8,;190,;48,;1,;200,;1,5;2,5;0,62;1,3;1,5;20;;;
0408;BÚÐINGSDUFT;Pudding powder;100;15;2;0,3;0,;0,;0,;0,;0,;;0;86,6;0,6;0,;1,6;0,;0,1;12,1;0;0,;0,;0,;0,;;0,;0,;0,1;0,;0,;0;0,;0,;10,;10;4,;1,;6,;0,20;;;0,5;0,9;0,;;;
0409;EDIK;Vinegar;100;13;1;0,4;0,;0,;0,;0,;0,;0,;0;0,6;0,6;0,;0,;0,;0,;;0;0,;0,;0,;0,;0,;0,002;0,;0,;0,;0,001;0,;0,;0,;12,;32,;22,;20,;89,;0,5;0,009;0,007;;0,25;0,10;;;
0410;EGGJADUFT;Egg, chicken, whole, dried;100;9;2;45,8;41,8;12,2;16,7;5,8;0,8;;1918;4,8;;;0,;0,;3,4;4,1;576,75;567,;117,;3,9;5,3;5,0;0,309;1,172;12,4;0,2;0,4;184,;10,;0,;212,;679,;46,;521,;490,;7,9;5,43;;230;0,2;;;;
0411;EGGJARAUÐUR, hænu-, hráar;Egg, chicken, yolk, raw;100;9;1;16,4;32,9;9,6;13,1;4,6;0,6;;1120;0,2;0,2;0,;0,;0,;1,7;48,8;610,333;600,;124,;4,;5,4;5,2;0,220;0,400;3,5;0,03;0,300;130,;6,9;0,;100,;540,;14,;49,;90,;5,5;3,8;0,16;57,;0,097;30,;0,200;;
0412;GER, pressuger;Yeast, baker's, compressed;100;13;2;13,7;0,4;;;;;;0;6,3;0,;0,;6,9;0,;1,4;71,3;0;0,;0,;0,;0,2;0,2;0,47;1,40;10,2;7,5;1,10;1000,;0,;0,;15,;340,;31,;16,;610,;5,0;3,2;1,60;0,6;0,31;1,0;;;
0413;GER, þurrger;Yeast, dried;100;13;2;35,6;1,5;0,2;1,4;0,;0,;0;0;29,9;0,;0,;19,7;0,;5,2;5;0;0,;0,;0,;0,;0,;2,33;4,00;14,4;8,5;2,0;4000,;0,;0,;80;1290,;230;50;2000,;20,0;8,0;5,00;10;;3,;;;
0414;GREIPALDIN;Grapefruit, raw;68;6;1;0,7;0,3;0,1;0,1;0,1;0,;;0;5,2;5,2;0,;0,6;0,;0,4;90,7;1,41667;0,;17,;0,;0,32;0,32;0,05;0,035;0,4;0,3;0,045;39,;0,;45,;35,;21,;10,;2,;145,;0,13;0,070;0,042;0,10;0,036;0,22;;;
0415;GÆSIR, kjöt án skinns, hrátt;Goose, flesh only, raw;75;7;6;22,8;7,1;2,45;1,85;0,898;;;84;0,;0,;0,;0,;0,;1,1;69,0;30;30,;0,;0;0,5;0,5;0,129;0,377;9,63;4,3;0,64;11,;0,50;0,;13,;312,;24,;69,;315,;2,6;2,34;0,306;;0,024;;;;
0416;TÖFLUR;Gums, with liquorice;100;11;3;0,;0,;0,;0,;0,;0,;0;0;87,7;45,;45,;1,;0,;1,3;10,;0;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;259,;0,;92,6;24,9;351,;4,4;0,29;0,16;;0,36;;;0;0
0417;GÚRKUR, súrsaðar;Cucumber, pickled;100;5;7;0,9;0,3;0,1;0;0,1;0,;0;0;12;8,3;4,5;1,8;0,;0,4;84,6;7,5;0;90;0;0,10;0,10;0,010;0,03;0,4;0,2;;8;0;0;15;22;10;700;140;0,55;0,18;0,057;;0,085;0,58;;0,03;0,06
0418;HAFRAFLÖGUR;Oats, rolled;100;4;1;13,2;6,4;1,12;2,26;2,67;0;0;0;55,9;1,0;0,;11,7;0,;2,1;10,3;0;0,;0,;0,;0,75;0,75;0,387;0,128;3,8;0,8;0,132;47,2;0,;0,;53;411;117,;4,;400,;4,65;2,98;0,40;0,50;4,71;1,1;0,08;2,58;0,09
0419;HAMBORGARI, steiktur, með brauði;Hamburger, with bread;100;16;1;17,7;7,9;4,2;2,7;0,3;0,;;43;19,6;0,5;0,1;0,8;0,;2,0;52,0;15,8833;15,2;8,2;0,28;0,29;0,28;0,148;0,167;6,4;3,8;0,201;27,8;1,56;0,;29,9;201,;28,8;510,;310,;1,86;3,19;0,11;1,1;0,24;5,3;0,04;;
0420;HIRSIFLÖGUR;Millet, flakes;100;4;1;12,1;3,3;;;;;0;0;71,8;;0,;2,0;0,;0,9;9,9;0;0,;0,;0,;0,050;0,050;0,73;0,38;1,67;2,3;0,75;;0,;0,;9,5;240,;100,;0,4;220,;4,8;3,4;0,49;5,;0,71;16,;;;
0421;HNETUSMJÖR;Peanut butter;100;10;6;22,6;53,7;10,7;27,3;13,5;0;0;0;11,2;6,4;0,;7,6;0,;3,8;1,1;0;0,;0,;0,;4,7;4,7;0,17;0,10;21,3;15,;0,50;53,;0,;0,;37,;330,;180,;375;700,;2,1;3,0;0,70;0,5;1,52;3;;13,5;0
0422;HRÖKKBRAUÐ, fínt;Crispbread, wheat, fine;100;4;4;11,0;8,5;2,50;2,70;2,60;0;0,4;0;67,7;4,2;0,;6,0;0,;1,6;5;0;0,;0,;0,;1,0;1,0;0,20;0,10;4,0;1,8;0,20;14,;0,;0,;70;220,;50;400;260,;3,0;1,8;0,40;1,9;3,5;2;0,129;2,4;0,2
0423;HRÖKKBRAUÐ, gróft;Crispbread, wheat, wholemeal;100;4;4;12,6;3,2;0,7;0,5;2,0;0;0;0;58,4;2,3;0,;15,6;0,;3,2;7,0;0;0,;0,;0,;1,4;1,4;0,3;0,3;5,8;3,;0,293;40;0,;0,;55,;300,;110,;280,;530,;3,6;2,2;0,37;2,3;3,5;6,6;0,129;1,9;0,1
0424;HNETUR, jarðhnetur;Nut, peanut, dried;73;6;3;24,9;42,7;8,31;17,8;14,5;0;0;0;15,7;3,1;0,;7,7;0,;2,3;6,7;0;0,;0,;0,;8,2;8,2;0,91;0,10;24;20;0,35;106;0,;0,;80,;330,;170,;2,;703,;1,9;3,1;0,86;0,5;1,52;2;;14,5;0
0425;HNETUR, jarðhnetur, saltaðar, olía;Nut, peanut, salted, oilroasted;100;6;3;26,4;47,0;9,75;20,48;13,70;0;0,56;0;13,1;3,1;0,;8,1;0,;3,5;1,9;0;0,;0,;0,;8,1;8,1;0,25;0,11;18;14;0,26;210,;0,;0,;88,;517,;185,;433,;682,;1,8;6,63;1,3;;2,06;2,0;;13,64;0,06
0426;HRÍSGRJÓN, hvít, póleruð, hrá;Rice, polished, raw;100;4;1;8,4;1,0;0,2;0,3;0,3;0;0;0;78,0;0,3;0,;2,3;0,;0,6;10;0;0,;0,;0,;0,1;0,1;0,08;0,05;1,9;1,5;0,42;9;0,;0,;49;110,;45;49;79;2,60;1,70;0,36;2,2;0,99;11;0,040;0,3;0
0427;HUNANG;Honey;100;11;2;0,3;0,;0,;0,;0,;0,;0;0;82,0;74,7;0,;0,;0,;0,2;18,0;0;0,;0,;0,;0,;0,;0,;0,10;0,1;0,10;0,16;0,;0,;1,1;5,1;7,2;2,9;11,;51,;0,40;0,35;0,031;0,50;0,37;0,;0,008;;
0428;HVEITIKORN, heil;Wheat, kernels, whole/cracked;100;4;1;11,1;2,0;0,291;0,233;0,917;;0;0;57,3;0,5;0,;16,9;0,;2,3;10,4;0,441667;0,;5,3;0,;1,5;1,4;0,35;0,125;7,4;5,6;0,355;21,;0,;0,;40,;350,;150,;5,;384,;3,5;2,8;0,32;2,7;3,6;4,1;0,050;0,86;0,06
0429;HVEITIKLÍÐ;Wheat bran;100;4;1;15,4;5,3;0,878;0,704;2,77;;0,;0;21,0;2,4;0,;43,5;0,;5,5;11,7;0,458333;0,;5,5;0,;2,4;1,6;0,89;0,36;32,9;29,6;1,38;140,;0,;0,;85,;1140,;405,;28,;1230,;12,7;8,62;1,17;2,4;12,4;44,6;0,170;2,58;0,18
0430;HVÍTVÍN, millisætt;Wine, white, medium;100;12;7;0,1;0,;0,;0,;0,;0,;0;0;2,4;2,4;0,;0,;9,9;0,2;87,5;0;0,;0,;0,;0,;0,;0,;0,01;0,08;0,08;0,014;0,2;0,;0,;14,;8,;9,;21,;88,;1,21;0,059;0,043;35,;0,022;0,03;;;
0431;JARÐARBER;Strawberry, raw;98;6;2;0,6;0,6;0,048;0,080;0,336;0;0,;0;4,8;4,5;0,;1,6;0,;0,4;92,1;0,741667;0,;8,9;0,;0,56;0,56;0,02;0,03;0,7;0,6;0,047;117;0,;68,;20,;28,;15,;4,;147,;0,35;0,098;0,039;0,60;0,43;0,20;0,01;0,18;0,16
0432;KAFFI, lagað;Coffee, beverage;100;12;1;0,2;0,;0,;0,;0,;0,;0;0;0,3;0,;0,;0,;0,;0,1;99,3;0;0,;0,;0,;0,;0,;0,;0,01;0,7;0,7;0,;0,3;0,;0,;2,;2,;6,;0,;66,;0;0,01;0;0;0,06;0,4;0,01;;
0433;KAFFIBAUNIR, ristaðar, malaðar;Coffee been, roasted, ground;100;12;1;14,6;15,4;3,2;1,0;8,1;;;0;24,9;0,;0,;19,8;0,;19,8;5,5;0,5;0,;6,;0,;2,7;2,7;0,070;0,20;17,0;15,0;0,001;22,;0,;0,;120,;160,;240,;74,;2020,;4,1;0,79;1,55;0,50;;10,;;;
0434;KAKÓDUFT;Cocoa, powder;100;12;1;24,0;21,9;12,8;7,24;0,62;0;0;0;18,6;0,;0,;24,0;0,;8,1;3,4;3,33333;0,;40,;0,;0,2;0,2;0,10;0,15;5,0;2,0;0,07;41,;0,;0,;105,;660,;523,;35,;3490,;24,2;8,27;4,24;2,8;5,73;12,5;;0,62;0
0435;KANILL;Cinnamon, ground;100;13;1;5,1;3,2;0,7;0,5;0,5;;;0;51,6;0,;0,;24,4;0,;4,3;11,4;15;0,;180,;0,;;;0,08;0,14;1,3;1,3;0,;;0,;0,;1230,;61,;56,;26,;500,;38,1;2,0;0,46;;5,7;;;;
0436;MORGUNKORN, hafrahringir, hunangs-;Breakfast cereal, Cheerios, Honey nut;100;4;3;9,0;4,8;0,9;1,8;1,7;0;0;0;73,7;33,2;28;7,0;0,;4,3;2,0;501;501;0,;3,33;1,5;0,75;1,3;1,4;17,4;16,7;1,7;667;5;20;333;333,;80,;568;357,;15;12,5;0,320;1,5;2,51;23,5;0,04;1,3;0,4
0437;FRANSKAR KARTÖFLUR, djúpsteiktar;French fries, deepfried;100;5;9;4,1;15,5;1,9;8,2;3,6;0,02;0,2;0;36,6;1,7;0,;4,2;0,;1,5;41,9;0;0,;0,;0,;0,1;0,1;0,10;0,04;1,9;1,23;0,18;10,;0,;4;14,;72,;43,;457,;683,;1,2;0,61;0,20;0;0,36;0,2;0,009;3,0;0,70
0438;KARTÖFLUMJÖL;Potato flour;100;5;8;0,1;0,1;0,02;0,01;0,06;0,;0,;0;82,0;0,;0,;0,3;0,;1,0;14,4;0;0,;0,;0,;0,;0,;0,005;0,003;0,3;0,08;0,01;0;0,;0,;25,;7,2;6,;3,5;34,;0,38;0,16;0,076;0,25;0,10;0,40;;0,024;0,032
0439;KJÖTBOLLUR, farsbollur, hráar;Meat balls, raw;100;7;8;8,8;9,5;4,9;3,9;0,3;0,;;33;6,0;0,;0,;0,;0,;3,2;72,5;0;0,;0,;;;;;;;;;;;0,;27,5;;22,0;590,;140,;1,15;1,3;0,074;;;3,;;;
0440;VORRÚLLUR, djúpsteiktar;Spring roll, deepfried;100;16;1;13,4;25,2;1,6;14;8,4;0;0;5;12,1;0,5;0,;2;0,;2,1;45,2;5;0;60;0;0,1;0,1;0,13;0,10;1,1;0,7;0,07;2;0,04;0;149;50;21;535;195;2,95;1,3;0,074;;;;;5,6;2,8
0441;KÓKOSMJÖL;Coconut meat, desiccated;100;6;5;6,1;65,7;56,9;4,4;1,1;;0,;0;10,8;6,4;0,;13,0;0,;1,9;2,5;0;0,;0,;0,;1,26;1,26;0,03;0,05;2,0;0,9;0,044;9,;0,;0,;23,;160,;90,;28,;660,;3,6;0,9;0,55;;1,8;6,8;;1,10;
0442;LAUKUR, hrár;Onion, raw;90;5;1;1,6;0,3;0,071;0,028;0,114;0;0,;0;8,1;3,3;0,;1,9;0,;0,5;87,6;0,575;0,;6,9;0,;0,05;0,04;0,04;0,025;0,5;0,2;0,13;18;0,;8,;35,;39,;8,;2,9;171,;0,34;0,21;0,07;0,90;0,11;2,7;0,;0,100;0,014
0443;LÍKJÖR;Liqueur, average values;100;12;8;0,;0,;0,;0,;0,;0,;0;0;29,;29,;29,;0,;18,;0,;48,;0;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,15;0,019;0,;0,;0,;0,;;
0444;MATARLÍM;Gelatine;100;13;1;86,0;0,1;0,;0,;0,;0,;;0;0,;0,;0,;0,;0,;1,3;13,0;0;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,01;0,;0,;0,;11,;0,;33,;32,;22,;1,2;;;5,;;19,;;;
0445;MAÍSMJÖL;Corn flour;100;4;2;6,8;2,8;0,377;0,683;1,18;0;0;0;75,5;1,26;0,;3,2;0,;0,6;11,1;9,16667;0,;110,;0,;1,27;1,11;0,33;0,11;6,4;5,7;0,33;21,;0,;0,;6,;99,;47,;1,;120,;1,1;0,3;0,13;;;3,2;;1,14;0,040
0446;MAÍSOLÍA;Corn oil;100;10;1;0,;100;13,00;32,73;52,32;;1,92;0;0,;0,;0,;0,;0,;0,;0,;0;0,;0,;0,;19;12;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,030;0;;0,80;0;;;50,98;1,34
0447;MAÍSSTERKJA;Corn starch;100;4;2;0,3;0,;0,;0,;0,;0,;0,;0;86,8;0,;0,;1,7;0,;0,1;12,0;0;0,;0,;0,;0,;0,;0,;0,008;0,1;0,03;0,005;0;0,;0,;10,;5;4,;1,7;5,;0,28;;;0,6;1,0;0,;;;
0448;SPAGHETTÍ, hrátt;Spaghetti, raw;100;4;7;11,9;1,3;0,14;0,19;0,55;0;0;0;73,1;0,5;0,;4,2;0,;0,7;9;0;0,;0,;0,;0,1;0,1;0,22;0,03;5,5;3,1;0,11;16;0,;0,;25,;190;56;3,;250,;2,21;1,12;0,29;0,60;0,58;1,0;0,040;0,50;0,05
0449;MÖNDLUR;Almound, raw;100;6;3;20,1;53,5;4,3;36,8;10,1;0;;0;13,3;6,6;0,;7,2;0,;3,0;5,1;10;0,;120,;0,;24,;24,;0,275;0,80;7,3;4,0;0,06;48,;0,;0,;240,;490,;265,;2,;725,;4,5;3,3;0,78;0,2;2,5;2,;;9,7;0,4
0450;PERUR;Pear, raw;85;6;1;0,3;0,3;0,051;0,030;0,136;0;0;0;11,2;9,5;0,;2,8;0,;0,3;85,0;5,41667;0,;65,;0,;0,06;0,06;0,01;0,015;0,4;0,3;0,015;5,4;0,;5,;10,;12,;6,;2,;113,;0,17;0,13;0,071;0,40;0,050;0,21;;0,102;0,034
0451;RASP;Bread-crumbs;100;4;2;11,0;1,9;0,4;0;0,51;0;0,;0;69,9;3,99;0,;6,9;0,;0,6;10,0;0;0,;0,;0,;0,4;0,4;0,2;0,05;2,6;0,8;0,11;39,;0,;0,;50,;100,;21;465;128;0,70;0,63;0,12;2,8;0,60;2,65;;0,44;0,07
0452;RAUÐVÍN;Wine, red;100;12;7;0,2;0,;0,;0,;0,;0,;0;0;2,3;0,5;0,;0,;9,9;0,3;88,0;0;0,;0,;0,;0,;0,;0,;0,02;0,1;0,1;0,02;0,;0,;0,;8,;10,;11,;3,;100,;0,8;0,12;0,035;70,;0,07;0,11;0,006;;
0453;SÓSA, MAJONES-, remúlaði, 68%;Remoulade;100;15;1;4,;68,0;4,83;39,30;23,37;0;0;100;2,5;;;0,5;0,;2,1;25,4;39;24;180;1,0;7,6;7,6;0,025;0,038;0,4;0,;0,044;7,;1,1;2,;14,;55,;3,;390,;49,;1,2;0,60;0,1;5,;0,1;10,;;15,60;7,77
0454;SESAMFRÆ, með hýði;Sesame seed, not decorticated;100;6;3;17,7;49,7;6,9;18,8;21,8;;0;0;6,4;;0,;18,0;0,;4,4;3,8;0,5;0,;6,;0,;2,25;2,25;0,79;0,25;4,5;4,5;0,79;97,;0,;0,;1120;640;350,;11,;468,;15,;7,8;1,46;;1,43;0,;;21,40;0,38
0455;SHERRY, millisætt;Sherry, medium;100;12;8;0,1;0,;0,;0,;0,;0,;0;0;3,4;3,4;0,;0,;14,8;1,2;80,5;0;0,;0,;0,;0,;0,;0,;0,01;0,08;0,08;0,009;0,1;0,;0,;9,;7,;8,;6,;89,;0,53;0,21;0,057;;0,023;0;0,008;;
0456;SVESKJUR;Prune, dried plum;85;6;5;2,8;0,2;0,1;0,;0,1;0,;0;0;55,7;55,7;0,;7,6;0,;1,9;31,2;42,8333;0,;514,;0,;1,79;1,76;0,800;0,090;2,0;1,8;0,150;3,;0,;4,;50,;86,;24,;3,;416,;1,1;0,53;0,38;0,80;0,38;1,0;0,070;;
0457;SVÍNABÓGUR, hrár;Pork, hand, raw;90;7;3;18,;16,;6,4;7,1;1,2;;;64;0,;0,;0,;0,;0,;1,0;66,1;9;9,;0,;0,6;0,1;0,1;0,62;0,23;7,0;3,7;0,35;2,1;0,65;0,;7,;160,;24,;76,;360,;0,53;1,33;0,10;2,7;0,014;15,1;0,104;;
0458;SVÍNALÆRI, hrátt;Pork, leg with knuckle, raw;80;7;3;17,;22,;8,8;9,8;1,6;;;67;0,;0,;0,;0,;0,;0,9;60,8;0;0;0;0,6;0,1;0,1;0,81;0,21;6,3;3,3;0,31;2,1;0,65;0,;6,;175,;18,;66,;280,;0,66;3,6;0,10;3,0;0,014;16,5;0,02;;
0459;SÍTRÓNUSAFI, hreinn;Lemon juice;100;6;1;0,4;0,;0,;0,;0,;0,;0,;0;8,6;1,6;0,;0,;0,;0,3;90,7;1;0,;12,;0,;0,04;0,04;0,04;0,01;0,1;0,1;0,05;13;0,;46;7;21,;7,;6,;160,;0,40;0,13;0,053;0,60;0,008;0,12;;;
0460;SÓLBLÓMAFRÆ;Sunflower seeds;100;6;3;20,4;53,4;6,40;17,50;27,76;0;0;0;15,7;2;0,;2,7;0,;2,9;4,9;1,41667;0,;17,;0,;49,5;49,5;2,10;0,24;6,8;6,8;;60;0,;0,;95,;540,;390,;2,;510,;5,0;5,1;2,27;;2,2;56,;;27,60;0,16
0461;TE, lagað, án mjólkur og sykurs;Tea, beverage, without milk and sugar;100;12;1;0,1;0,;0,;0,;0,;0,;0;0;0,;0,;0,;0,;0,;0,;99,9;0;0,;0,;0,;0,;0,;0;0;0,1;0,1;0,;0;0,;0,;0,48;1,;1,;1,33;14,;0,08;0,02;0,025;1,0;0,18;0,050;0,132;;
0462;TÓMATAR, niðursoðnir;Tomato, canned, peeled;100;5;7;1,0;0,2;0,;0,;0,1;0,;0;0;2,4;2,3;0,;1,9;0,;0,8;93,7;30;0,;360,;0,;0,7;0,7;0,05;0,03;0,9;0,7;0,090;10;0,;2;6,;19,;12,;7,;198,;0,28;0,13;0,07;0,7;0,08;0,2;0,008;0,05;0,05
0463;TÓMATÞYKKNI ;Tomato paste, concentrated;100;5;7;3,4;0,4;0,071;0,047;0,190;0;0,;0;17,7;7,1;0,;0,9;0,;2,6;75,0;165;0,;1980;0,;4,6;4,6;0,20;0,12;3,5;3,1;0,38;72,;0,;18;27,;70,;60,;38,;888,;3,5;0,40;0,30;4,4;0,16;0,40;0,050;0,17;0,02
0464;TÚNFISKUR, niðursoðinn í olíu;Tuna, in oil, canned;100;8;5;24,9;10,4;1,62;2,39;5,61;0,30;0;100;0,;0,;0,;0,;0,;2,3;62,4;6;6,;0,;5,80;1,2;1,20;0,025;0,100;14,6;10,1;0,425;4;2,20;0,;13,;310,;43,;390,;470,;1,29;1,35;0,09;15,7;0,022;79,3;0,35;4,90;0,70
0465;LAMBALIFUR, steikt;Liver, lamb, fried;100;7;9;25,1;11,4;4,1;4,0;1,4;0,;;339;4,1;;0,;0,1;0,;2,9;56,1;17000;17000;0;1,17;0,46;0,44;0,404;3,85;17,9;13,6;0,381;175,;75,9;18,6;8,6;430,;23,0;564,;317,;5,91;4,20;2,83;4,9;0,34;66,2;0,03;;
0466;SVÍNAFITA;Pig fat;100;10;3;5,;72,;33,8;25,2;8,3;0,41;0,34;85;0,;0,;0,;0,;0,;0,1;8,8;0;0,;0,;0,6;1,3;1,3;0,054;0,073;0,8;0,5;0,025;0,;0,65;0,;4,;26,;1,3;35,;25,;0,16;3,6;0,10;1,0;0,014;6,9;;7,3;1,0
0467;LAUKUR, steiktur í jurtaolíu;Onions, fried in vegetable oil;100;5;1;1,6;7,2;1,0;3,3;2,4;0;0;0;8,0;3,3;0;1,9;0;0,5;80,9;0,508333;0;6,1;0;0,27;0,26;0,03;0,02;0,34;0,14;0,08;8,9;0;4,7;34;38;8;3;168;0,33;0,21;0,07;0,9;0,11;2,7;;2,2;0,3
0468;SOJASÓSA;Soya sauce;100;13;1;8,7;0,;0,;0,;0,;0,;;0;8,2;;;0,;0,;15,5;67,6;0;0,;0,;0,;0,;0,;0,05;0,13;4,8;3,4;0,170;11,;0,;0,;19,;211,;43,;5719,;358,;2,7;0,2;0,1;;0,;0,5;;;
0469;HVÍTLAUKUR, hrár;Garlic, raw;79;5;1;6,4;0,5;0,089;0,011;0,249;0,;0;0;31,6;3,9;0,;1,5;0,;1,5;58,6;0;0,;0,;0,;0,01;0,01;0,13;0,03;1,4;0,3;0,38;5,;0,;31,2;18,;153,;25,;17,;401,;1,9;1,0;0,06;3,;0,5;2,;;0,229;0,020
0470;VÍNBER;Grape;90;6;2;0,7;0,6;0,2;0,;0,2;0,;;0;16,5;15,4;0,;1,4;0,;0,4;80,6;2,75;0,;33,;0,;0,66;0,63;0,045;0,010;0,2;0,15;0,10;2;0,;3;15,;20,;7,;3,;152,;0,3;0,059;0,15;0,40;0,085;0,33;0,010;0,1;0
